label,youtube_id,time_start,time_end,split,is_cc,Predicted Output
air drumming,eZTQRUBQxqw,31,41,val,0,"headbanging, krumping, pumping fist, capoeira, air drumming"
air drumming,f7Z6BmBkcq4,6,16,val,0,"air drumming, pumping fist, slapping, finger snapping, eating chips"
air drumming,fImfVlKAtco,1,11,val,0,"playing xylophone, barbequing, archery, marching, playing bagpipes"
air drumming,GUO-poN9EdQ,19,29,val,0,"cutting nails, petting animal (not cat), grooming dog, shaking hands, shearing sheep"
air drumming,hasHFfny_X0,8,18,val,0,"headbanging, surfing crowd, jumping into pool, petting cat, pumping fist"
air drumming,hcM3tCmCADE,19,29,val,0,"air drumming, pumping fist, rock scissors paper, headbanging, finger snapping"
air drumming,HoeC_GSXIqg,2,12,val,0,"playing keyboard, playing saxophone, playing drums, drumming fingers, playing cello"
air drumming,HtlkxsU62ls,0,10,val,0,"air drumming, pumping fist, headbanging, driving car, finger snapping"
air drumming,iCT8VHCVRSc,21,31,val,0,"air drumming, pumping fist, robot dancing, driving car, dancing gangnam style"
air drumming,InSYAA9cJOs,15,25,val,0,"air drumming, beatboxing, running on treadmill, playing drums, tap dancing"
air drumming,kOjkB7i1igc,3,13,val,0,"playing bagpipes, playing saxophone, playing harp, marching, pushing cart"
air drumming,KSyJy4FnlHo,32,42,val,0,"air drumming, finger snapping, counting money, clapping, pumping fist"
air drumming,LcToHcdZ3As,45,55,val,0,"eating spaghetti, making pizza, dancing gangnam style, pumping fist, slapping"
air drumming,mQYuteamGwA,3,13,val,0,"dancing gangnam style, ice skating, celebrating, pumping fist, pushing cart"
air drumming,nd9oT-s_ISI,4,14,val,0,"slapping, headbanging, rock scissors paper, pumping fist, finger snapping"
air drumming,oiRWRYPYVBE,62,72,val,0,"air drumming, pumping fist, finger snapping, sword fighting, krumping"
air drumming,oJmjFdkJDSg,4,14,val,0,"headbanging, hopscotch, passing American football (not in game), shaking head, bouncing on trampoline"
air drumming,pb803SLNzDU,3,13,val,0,"dancing macarena, headbanging, dancing gangnam style, opening bottle, pumping fist"
air drumming,pj1OiSpSFI0,22,32,val,0,"air drumming, krumping, breakdancing, dancing gangnam style, juggling balls"
air drumming,QxZ5kYEJWxw,4,14,val,0,"pumping fist, headbanging, decorating the christmas tree, balloon blowing, wrapping present"
air drumming,RI1-69UIurQ,35,45,val,0,"air drumming, headbanging, using computer, shaking head, eating spaghetti"
air drumming,S1fQycdwCGU,4,14,val,0,"surfing crowd, pumping fist, applauding, headbanging, cheerleading"
air drumming,sHOUanBw4cE,109,119,val,0,"air drumming, situp, shaking head, headbanging, pumping fist"
air drumming,tvkZCFum4lw,8,18,val,0,"headbutting, drop kicking, throwing ball, flipping pancake, high kick"
air drumming,UZDXOrI8il0,99,109,val,0,"air drumming, applying cream, dying hair, pumping fist, washing dishes"
air drumming,VbQLp-cqHAA,102,112,val,0,"air drumming, headbanging, eating burger, cleaning shoes, eating doughnuts"
air drumming,w5UCdQ2NmfY,1,11,val,0,"playing monopoly, opening present, folding clothes, rock scissors paper, ripping paper"
air drumming,wO9odHj7Ukw,26,36,val,0,"air drumming, tickling, shining shoes, jogging, swinging legs"
air drumming,WOCjeK86EVU,176,186,val,0,"air drumming, playing drums, playing xylophone, finger snapping, clapping"
air drumming,XLkuBgAq6Bc,12,22,val,0,"pumping fist, contact juggling, celebrating, dancing gangnam style, applauding"
air drumming,xVam2K4WJ54,7,17,val,0,"air drumming, pumping fist, applauding, clapping, dancing gangnam style"
air drumming,ZHubd5uJjQ4,14,24,val,0,"shaking head, crawling baby, laughing, clapping, sticking tongue out"
air drumming,ZQb3GWgx3wc,0,10,val,0,"pumping fist, air drumming, headbanging, finger snapping, driving car"
air drumming,_DNb_6w2cZM,1,11,val,0,"sword fighting, hula hooping, air drumming, pumping fist, hitting baseball"
answering questions,-egPJubR-CE,1,11,val,0,"making a cake, baking cookies, barbequing, stomping grapes, cooking chicken"
answering questions,-ejLPB4J4SM,106,116,val,0,"trimming or shaving beard, shaving head, drawing, cracking neck, arm wrestling"
answering questions,-emx5qjikEc,1,11,val,0,"giving or receiving award, pumping fist, celebrating, auctioning, dancing gangnam style"
answering questions,0htNc0u9TDk,0,10,val,0,"headbutting, answering questions, testifying, waxing legs, getting a tattoo"
answering questions,1438aE9LMgY,55,65,val,0,"news anchoring, celebrating, beatboxing, eating burger, eating spaghetti"
answering questions,2wA2ZT_1gdc,1095,1105,val,0,"air drumming, decorating the christmas tree, digging, arranging flowers, opening present"
answering questions,39Hvdi-q6qI,9,19,val,0,"writing, making pizza, auctioning, beatboxing, exercising arm"
answering questions,4YSI_hAHShM,3,13,val,0,"gymnastics tumbling, pole vault, driving car, springboard diving, pushing car"
answering questions,5bGElGxGhbs,2934,2944,val,0,"answering questions, giving or receiving award, testifying, playing clarinet, sign language interpreting"
answering questions,5IqH-ONbhzI,0,10,val,0,"robot dancing, dancing gangnam style, giving or receiving award, dancing macarena, playing cymbals"
answering questions,79HQBfG8wMQ,6,16,val,0,"playing controller, throwing ball, catching or throwing baseball, celebrating, barbequing"
answering questions,AMuD4K62DUo,136,146,val,0,"fixing hair, sign language interpreting, tossing coin, filling eyebrows, brushing hair"
answering questions,AqPeHqTDfGE,68,78,val,1,"answering questions, laughing, celebrating, giving or receiving award, tasting beer"
answering questions,AZXoKz-EcL4,1772,1782,val,0,"breakdancing, giving or receiving award, answering questions, salsa dancing, playing poker"
answering questions,c6n1_Br_Gi0,89,99,val,0,"beatboxing, recording music, pumping fist, blowing glass, air drumming"
answering questions,dplRiYsjQUk,169,179,val,0,"giving or receiving award, applauding, answering questions, shaking hands, auctioning"
answering questions,dpn2eg9O3Rs,861,871,val,0,"eating carrots, eating burger, eating doughnuts, eating hotdog, tasting food"
answering questions,DX7QDSwVC_8,59,69,val,0,"answering questions, dining, kissing, sneezing, changing oil"
answering questions,EO15LGshDfQ,28,38,val,0,"air drumming, finger snapping, pumping fist, sign language interpreting, shining shoes"
answering questions,EPtO8MgegKM,3,13,val,0,"giving or receiving award, answering questions, singing, shaking hands, whistling"
answering questions,HvnLVSTwOUE,239,249,val,0,"pumping fist, playing tennis, dodgeball, unboxing, dancing macarena"
answering questions,hYgDbq7Uprg,123,133,val,0,"side kick, shredding paper, pull ups, tai chi, cleaning shoes"
answering questions,hYQlrWPJY3U,2,12,val,0,"beatboxing, cracking neck, dying hair, jogging, pumping fist"
answering questions,ksSkRXtJmWg,424,434,val,0,"cracking neck, walking the dog, hopscotch, sneezing, beatboxing"
answering questions,lsUHYUUtqn0,22,32,val,0,"driving car, texting, unloading truck, garbage collecting, changing wheel"
answering questions,naJp2IF0GxA,367,377,val,0,"arm wrestling, slapping, playing chess, rock scissors paper, laughing"
answering questions,naSQ6yg7E2Y,298,308,val,0,"texting, answering questions, beatboxing, unboxing, tasting beer"
answering questions,njoCaIgSf7Q,124,134,val,0,"testifying, answering questions, dining, giving or receiving award, laughing"
answering questions,NqE4FpM7Ypk,251,261,val,0,"answering questions, texting, playing poker, giving or receiving award, washing feet"
answering questions,PHQkMPu-KNo,22,32,val,0,"cleaning gutters, busking, playing organ, cleaning windows, shining shoes"
answering questions,Qbo_tnzfjOY,18,28,val,0,"playing tennis, throwing ball, shooting basketball, dunking basketball, skateboarding"
answering questions,Rtlp3CshdYc,301,311,val,0,"air drumming, beatboxing, answering questions, trimming or shaving beard, breakdancing"
answering questions,RVQIvrvwA8I,229,239,val,0,"giving or receiving award, answering questions, testifying, laughing, auctioning"
answering questions,SLJBlFHPinU,356,366,val,0,"dying hair, beatboxing, balloon blowing, playing recorder, fixing hair"
answering questions,tAg6J13kdFI,4,14,val,0,"news anchoring, tying tie, playing cricket, tying bow tie, hurling (sport)"
answering questions,tAnRE_25CsE,16,26,val,0,"playing cymbals, punching person (boxing), finger snapping, pumping fist, punching bag"
answering questions,tAwCQc4-0YU,113,123,val,0,"news anchoring, answering questions, finger snapping, tying tie, giving or receiving award"
answering questions,tAy33xmXZm0,564,574,val,0,"answering questions, ice fishing, tasting beer, knitting, getting a tattoo"
answering questions,TitP4OIBMEo,554,564,val,0,"washing hands, dunking basketball, high kick, finger snapping, robot dancing"
answering questions,TZ0l4CSYI0Y,419,429,val,0,"tickling, air drumming, waxing legs, playing guitar, stretching leg"
answering questions,u-xLgXHScxs,21,31,val,0,"tickling, arm wrestling, rock scissors paper, waxing legs, slapping"
answering questions,UPujViBOznY,62,72,val,0,"giving or receiving award, side kick, celebrating, robot dancing, high kick"
answering questions,wdEcmPUnNzQ,275,285,val,0,"answering questions, singing, sign language interpreting, news anchoring, gargling"
answering questions,wTdO7pISUgs,49,59,val,0,"auctioning, giving or receiving award, eating hotdog, eating burger, applauding"
answering questions,wvQ3DHI8wiQ,48,58,val,0,"playing clarinet, playing saxophone, playing didgeridoo, playing trumpet, robot dancing"
answering questions,XAoAcyy2Psc,0,10,val,0,"reading book, answering questions, drawing, pumping fist, cleaning shoes"
answering questions,Xw8kBptXWCE,24,34,val,0,"carving pumpkin, tasting food, doing nails, baking cookies, playing monopoly"
answering questions,YiSAKcZsoik,2857,2867,val,0,"answering questions, making jewelry, giving or receiving award, celebrating, clapping"
answering questions,YsHcjLjEqR0,292,302,val,0,"giving or receiving award, pumping fist, celebrating, applauding, auctioning"
answering questions,ZL9yeFWRIHo,3,13,val,0,"answering questions, using computer, texting, testifying, air drumming"
applauding,-PgjjBi_gqM,47,57,val,0,"giving or receiving award, trimming or shaving beard, shaving head, answering questions, beatboxing"
applauding,-r8c7F4tOI8,54,64,val,0,"giving or receiving award, shaking hands, applauding, playing violin, celebrating"
applauding,0CLLZNQN9aI,32,42,val,0,"applauding, clapping, celebrating, cheerleading, pumping fist"
applauding,1tZdoKrBtM0,81,91,val,0,"applauding, dunking basketball, blowing nose, shooting goal (soccer), laughing"
applauding,5uVHxPCk7d4,2,12,val,0,"applauding, celebrating, cheerleading, surfing crowd, beatboxing"
applauding,5wIMOviYnW8,31,41,val,0,"passing American football (in game), celebrating, applauding, shooting goal (soccer), catching or throwing softball"
applauding,8iWfa8K6q9k,7,17,val,0,"surfing crowd, celebrating, marching, applauding, cheerleading"
applauding,8xGUrnwsQJw,2,12,val,0,"auctioning, rock scissors paper, sign language interpreting, dining, applauding"
applauding,9vOxThR8gns,13,23,val,0,"giving or receiving award, cheerleading, singing, dancing macarena, shaking hands"
applauding,A70byjNkwdA,1,11,val,0,"pumping fist, dancing macarena, dancing gangnam style, clapping, drinking beer"
applauding,ahOb8tHOGrk,0,10,val,0,"breakdancing, high kick, dunking basketball, jumpstyle dancing, surfing crowd"
applauding,ai59xGTp2bo,8,18,val,0,"applauding, blowing leaves, surfing crowd, using remote controller (not gaming), feeding birds"
applauding,CpeXj_A8YKY,38,48,val,0,"surfing crowd, applauding, celebrating, pumping fist, hurling (sport)"
applauding,c_RslZ5vuug,3,13,val,0,"applauding, celebrating, cheerleading, pumping fist, clapping"
applauding,FdmA_E8kmgI,15,25,val,0,"giving or receiving award, answering questions, shaking hands, tossing coin, applauding"
applauding,gzpT3lhceeo,89,99,val,0,"ski jumping, playing ice hockey, tobogganing, applauding, marching"
applauding,hjKnYwZaVX4,5,15,val,0,"bench pressing, pull ups, situp, high jump, exercising arm"
applauding,i4ssdweKkZY,0,10,val,0,"surfing crowd, pumping fist, slapping, headbanging, shaking hands"
applauding,ieIq7ym_UXQ,7,17,val,0,"applauding, surfing crowd, barbequing, krumping, hurling (sport)"
applauding,iuJgXPBvrWU,0,10,val,0,"arm wrestling, applauding, shaking hands, finger snapping, auctioning"
applauding,jgBAA2mKCIM,47,57,val,0,"auctioning, surfing crowd, skateboarding, krumping, celebrating"
applauding,jJZQ9oDX2uw,7,17,val,0,"dancing macarena, dancing gangnam style, playing violin, writing, air drumming"
applauding,j_OsTAVXTWQ,70,80,val,0,"applauding, celebrating, dancing gangnam style, pumping fist, giving or receiving award"
applauding,krN9P22ZURk,16,26,val,0,"dancing macarena, pumping fist, drinking shots, drinking beer, salsa dancing"
applauding,k_jAwU5eWI8,1,11,val,0,"crawling baby, eating ice cream, tasting food, eating burger, eating watermelon"
applauding,LMGRuga2Y_Y,8,18,val,0,"celebrating, applauding, pumping fist, cheerleading, clapping"
applauding,m8Q1EInqOCk,87,97,val,0,"giving or receiving award, applauding, playing badminton, archery, clapping"
applauding,mJflYvfqiNQ,7,17,val,0,"catching or throwing baseball, hitting baseball, catching or throwing softball, kicking field goal, pumping fist"
applauding,NhookIisNLk,49,59,val,0,"singing, shaking hands, waiting in line, giving or receiving award, auctioning"
applauding,nU8SAk0OogA,64,74,val,0,"hurling (sport), celebrating, applauding, marching, egg hunting"
applauding,oBYZWvlI8Uk,25,35,val,0,"auctioning, surfing crowd, triple jump, celebrating, headbanging"
applauding,ohCzKMVmdEE,16,26,val,0,"clapping, rock scissors paper, arm wrestling, headbanging, shaking hands"
applauding,PK4z1a895l8,9,19,val,0,"giving or receiving award, surfing crowd, recording music, applauding, playing bass guitar"
applauding,pWBHLw7HWR4,13,23,val,0,"surfing crowd, dancing macarena, pumping fist, clapping, krumping"
applauding,pza8u9hick8,4,14,val,0,"surfing crowd, celebrating, pumping fist, dancing gangnam style, applauding"
applauding,q9tSvBgtRo4,118,128,val,0,"answering questions, testifying, auctioning, playing trombone, laughing"
applauding,QqlTEhzK_Gw,15,25,val,0,"applauding, passing American football (not in game), playing cricket, clapping, hurling (sport)"
applauding,RaKzWVLJsqw,2,12,val,0,"applauding, celebrating, surfing crowd, pumping fist, headbanging"
applauding,rlUmXrvdmSo,0,10,val,0,"kicking field goal, passing American football (not in game), tossing coin, javelin throw, drop kicking"
applauding,rVNnXIWCe8E,2,12,val,0,"capoeira, country line dancing, salsa dancing, roller skating, cheerleading"
applauding,sJVpRaqJ-I8,0,10,val,0,"applauding, celebrating, tango dancing, dancing macarena, playing ice hockey"
applauding,svVhMowxtT0,0,10,val,0,"applauding, celebrating, surfing crowd, dancing gangnam style, pumping fist"
applauding,t5fAR8y0lb0,98,108,val,0,"jogging, celebrating, headbanging, waiting in line, air drumming"
applauding,uM3T4tShCNU,8,18,val,0,"canoeing or kayaking, dodgeball, sailing, salsa dancing, jetskiing"
applauding,vYau9SZXn54,37,47,val,0,"auctioning, playing poker, answering questions, dining, giving or receiving award"
applauding,xpXwB-VsEs4,317,327,val,0,"celebrating, washing hands, kissing, zumba, drinking"
applauding,y5xuvHpDPZQ,5,15,val,0,"celebrating, marching, cheerleading, applauding, paragliding"
applauding,YSGHvSk3xqY,1,11,val,0,"giving or receiving award, auctioning, answering questions, testifying, applauding"
applauding,YVx4Ct36FwQ,37,47,val,0,"applauding, giving or receiving award, pumping fist, shaving head, shaking hands"
applauding,Z_dmlc4Sz3c,45,55,val,0,"applauding, celebrating, pumping fist, kicking field goal, playing cricket"
applying cream,-mouPHwsYD8,89,99,val,0,"eating ice cream, eating watermelon, filling eyebrows, eating doughnuts, dying hair"
applying cream,-OpOh05PYcw,2,12,val,0,"brush painting, carving pumpkin, dying hair, waxing eyebrows, fixing hair"
applying cream,0cONsRVrLbU,23,33,val,0,"applying cream, filling eyebrows, waxing eyebrows, clapping, trimming or shaving beard"
applying cream,1M7RcHl3hHU,176,186,val,0,"applying cream, filling eyebrows, sign language interpreting, waxing eyebrows, massaging person's head"
applying cream,2-OY-ICQecA,179,189,val,0,"dying hair, filling eyebrows, shaving head, applying cream, fixing hair"
applying cream,3dqMW1llc0c,26,36,val,0,"applying cream, trimming or shaving beard, filling eyebrows, whistling, fixing hair"
applying cream,4AXgoVCi1YQ,2,12,val,0,"tickling, laughing, crying, sticking tongue out, finger snapping"
applying cream,4R7DbudEm8U,137,147,val,0,"applying cream, washing hands, filling eyebrows, beatboxing, brushing teeth"
applying cream,6ufl42MTbA4,113,123,val,0,"brushing hair, filling eyebrows, applying cream, fixing hair, brush painting"
applying cream,7Mga5kywfU4,107,117,val,0,"belly dancing, applying cream, clapping, counting money, punching person (boxing)"
applying cream,a-Nl_2di4oU,126,136,val,0,"applying cream, fixing hair, dying hair, filling eyebrows, brushing hair"
applying cream,a2MRNCs4F3A,28,38,val,0,"applying cream, clay pottery making, parasailing, snorkeling, tossing coin"
applying cream,BY0883Dvt1c,20,30,val,0,"applying cream, gargling, trimming or shaving beard, fixing hair, filling eyebrows"
applying cream,C5Yqp_3ROlE,2,12,val,0,"beatboxing, whistling, smoking hookah, cracking neck, headbanging"
applying cream,CeytOatOhNY,382,392,val,0,"applying cream, dying hair, filling eyebrows, blowing nose, beatboxing"
applying cream,es76akdQGws,218,228,val,0,"dying hair, brushing teeth, filling eyebrows, brushing hair, cracking neck"
applying cream,eu1rVQkOuPc,18,28,val,0,"spray painting, ironing, cleaning shoes, doing nails, dying hair"
applying cream,FcyIa1Fmg9A,33,43,val,0,"crying, folding clothes, baby waking up, ripping paper, reading book"
applying cream,G-c2dx61L8Q,379,389,val,0,"dying hair, washing hair, curling hair, braiding hair, fixing hair"
applying cream,g29fncASAic,64,74,val,0,"fixing hair, dying hair, waxing eyebrows, massaging person's head, braiding hair"
applying cream,hFRHDsPC8EE,32,42,val,0,"applying cream, trimming or shaving beard, sign language interpreting, slapping, washing hands"
applying cream,IWQQ1uBu2ko,234,244,val,0,"applying cream, filling eyebrows, texting, brushing teeth, fixing hair"
applying cream,j7VkvDry8NA,9,19,val,0,"applying cream, waxing eyebrows, sign language interpreting, filling eyebrows, answering questions"
applying cream,jIle7nDZPfk,95,105,val,0,"applying cream, trimming or shaving beard, running on treadmill, cleaning shoes, brush painting"
applying cream,JTbC0TCeLkU,35,45,val,0,"dying hair, applying cream, shaving head, filling eyebrows, grooming dog"
applying cream,K0RAdmpnfuc,109,119,val,0,"filling eyebrows, applying cream, dying hair, braiding hair, fixing hair"
applying cream,k1SgRqW-rnM,29,39,val,0,"eating spaghetti, air drumming, blowing nose, clapping, finger snapping"
applying cream,KgE1nhFYH4k,22,32,val,0,"applying cream, filling eyebrows, fixing hair, trimming or shaving beard, braiding hair"
applying cream,LgW8pMDtylE,41,51,val,0,"drinking, opening bottle, eating hotdog, washing hands, rock scissors paper"
applying cream,MMMabYYxsew,0,10,val,0,"stomping grapes, washing hands, making a cake, making tea, drinking"
applying cream,M_iCOtGn9S0,12,22,val,0,"yoga, waxing legs, shaving legs, stretching leg, massaging legs"
applying cream,nnGtGUModT0,7,17,val,0,"dribbling basketball, jogging, dunking basketball, drinking beer, skateboarding"
applying cream,OEGarMnMljQ,7,17,val,0,"applying cream, cleaning toilet, dying hair, running on treadmill, cleaning floor"
applying cream,q-kzc-82_54,17,27,val,0,"shaving head, waxing eyebrows, getting a haircut, brush painting, trimming or shaving beard"
applying cream,Q6EWIIHwOHw,196,206,val,0,"applying cream, trimming or shaving beard, filling eyebrows, brushing teeth, applauding"
applying cream,QzZDEzM2uZA,8,18,val,0,"waxing legs, waxing back, shaving legs, massaging back, getting a tattoo"
applying cream,rFee2NCkWQE,13,23,val,0,"applying cream, clapping, sign language interpreting, fixing hair, filling eyebrows"
applying cream,T3Ba9GbQn7g,72,82,val,0,"applying cream, filling eyebrows, waxing eyebrows, doing nails, brush painting"
applying cream,tcqZLCH3TUQ,31,41,val,0,"applying cream, trimming or shaving beard, brush painting, filling eyebrows, shaving head"
applying cream,tkkRBRYUP1U,58,68,val,0,"applying cream, fixing hair, filling eyebrows, braiding hair, trimming or shaving beard"
applying cream,tLaGXcUF8n4,18,28,val,0,"applying cream, grooming dog, carving pumpkin, doing nails, sign language interpreting"
applying cream,tVcviCxEy10,380,390,val,0,"tying bow tie, giving or receiving award, kissing, blowing out candles, trimming or shaving beard"
applying cream,TYqirauBM1w,7,17,val,0,"eating chips, crying, headbanging, fixing hair, jogging"
applying cream,U3_S9Fs3hFQ,103,113,val,0,"applying cream, filling eyebrows, massaging back, massaging legs, fixing hair"
applying cream,V9UVEryEje8,14,24,val,0,"smoking hookah, blowing nose, smoking, beatboxing, eating burger"
applying cream,xfTN7dmHB1w,7,17,val,0,"applying cream, getting a haircut, shaving head, waxing eyebrows, trimming or shaving beard"
applying cream,XXPBkCkC2tQ,21,31,val,0,"applying cream, filling eyebrows, brushing hair, fixing hair, waxing eyebrows"
applying cream,yQe_2Yk6NPM,37,47,val,0,"applying cream, filling eyebrows, waxing eyebrows, dying hair, shaving head"
applying cream,Z0Gm7WTyk-o,51,61,val,0,"finger snapping, headbanging, fixing hair, texting, pumping gas"
